"Informant","Northern","SentenceID","read","Version","InformantGroup","UniqueNumb","type","Realization","Reflexive","Adverb","Subcondition","WordOrder","Comment"
"NOR001","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR005","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR006","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR008","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR010","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR013","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR014","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR015","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR016","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR017","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR018","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR020","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR021","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR022","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR023","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR027","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR037","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR038","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR042","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR044","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR045","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR046","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR047","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR048","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR056","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR205","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR206","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"NOR210","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"D",2751,"Read","Jonas spurte om hva hun jobbet med.",NA,"none","ObjQshort",NA,NA
"T301","no",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T302","no",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T303","no",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T304","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T305","no",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T307","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T308","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T309","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T310","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"T311","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Æ spurte om ka ho jobba me.","1","none","ObjQshort",NA,NA
"T312","yes",NA,"Jonas spurte om hva hun jobbet med.",NA,"B",2751,"Read","Jonas spurte om hva hun jobbet med.","1","none","ObjQshort",NA,NA
"NOR044","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem e Anne sammen med?",NA,"none","ObjQshort","VS",NA
"NOR045","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem ho Anne e sammen med?",NA,"none","ObjQshort","SV",NA
"NOR047","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem er ho Anne sammen med?",NA,"none","ObjQshort","VS",NA
"NOR048","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem e det ho Anne e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"NOR056","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem e ho Anne sammen med?",NA,"none","ObjQshort","VS",NA
"NOR205","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem e Anne sammen med?",NA,"none","ObjQshort","VS",NA
"NOR206","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"D",2753,"Produce","Kem e det Anne e ilag med?",NA,"none","ObjQshort","CLEFT",NA
"T301","no",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Hvem er Anne sammen med?","1","none","ObjQshort","VS",NA
"T302","no",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Hvem er Anne sammen med?","1","none","ObjQshort","VS",NA
"T303","no",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem Anne e ilag med?","1","none","ObjQshort","SV",NA
"T304","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem e ho Anne sammen med?","1","none","ObjQshort","VS",NA
"T305","no",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Hvem er Anne sammen med?","1","none","ObjQshort","VS",NA
"T308","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem e ho Anne i lag med?","1","none","ObjQshort","VS",NA
"T309","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem e Anne e sammen med?","1","none","ObjQshort","VS",NA
"T310","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem e Anne sammen med?","1","none","ObjQshort","VS",NA
"T311","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem e d Anne e sammens me?","1","none","ObjQshort","CLEFT",NA
"T312","yes",NA,"Marit spurte om hvem Anne er sammen med.",2,"B",2753,"Produce","Kem ho Anne e sammen med?","1","none","ObjQshort","SV",NA
"KO01","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kæm e Marit sammens me?",NA,"none","ObjQshort","VS",NA
"KO03","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO09","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO10","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO12","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e ho Marit i lag med?",NA,"none","ObjQshort","VS",NA
"KO13","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO14","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO15","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO16","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem ho Marit e sammen med?",NA,"none","ObjQshort","SV",NA
"KO17","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e det ho marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"KO19","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO21","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit i lag med?",NA,"none","ObjQshort","VS",NA
"KO27","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e det Marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"KO28","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO29","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Hvem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO30","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO31","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e det ho Marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"KO32","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"KO41","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"C",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR004","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR009","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR024","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR025","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kinn e Marit ilag med?",NA,"none","ObjQshort","VS",NA
"NOR030","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR031","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR039","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR041","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR043","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kæm e e Marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"NOR211","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR008","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR010","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR014","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e det Marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"NOR015","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit i lag med?",NA,"none","ObjQshort","VS",NA
"NOR016","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR017","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR018","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR020","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Hvem er Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR022","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR023","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR038","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR042","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kæm e Marit ilag me?",NA,"none","ObjQshort","VS",NA
"NOR044","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kæm e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR045","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem ho Marit er sammen med?",NA,"none","ObjQshort","SV",NA
"NOR047","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR048","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e det ho Marit e sammen med?",NA,"none","ObjQshort","CLEFT",NA
"NOR056","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR205","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit sammen med?",NA,"none","ObjQshort","VS",NA
"NOR206","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e Marit ila med?",NA,"none","ObjQshort","VS",NA
"NOR210","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"D",2762,"Produce","Kem e ho Marit sammen med?",NA,"none","ObjQshort","VS",NA
"T301","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Hvem er Marit sammen med?","2","none","ObjQshort","VS",NA
"T302","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Hvem er Marit sammen med?","2","none","ObjQshort","VS",NA
"T303","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kæm e Marit ilag med?","2","none","ObjQshort","VS",NA
"T304","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem e ho Marit sammen med?","2","none","ObjQshort","VS",NA
"T305","no",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Hvem er Marit sammen med?","2","none","ObjQshort","VS",NA
"T307","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Hvem er Marit sammen med?","2","none","ObjQshort","VS",NA
"T308","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem e ho Marit ilag med?","2","none","ObjQshort","VS",NA
"T309","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem ho Marit e sammen med?","2","none","ObjQshort","SV",NA
"T310","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem e Marit sammen med?","2","none","ObjQshort","VS",NA
"T311","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem e d Marit e sammens me?","2","none","ObjQshort","CLEFT","cleft"
"T312","yes",NA,"Anne spurte om hvem Marit er sammen med.",2,"B",2854,"Produce","Kem ho Marit e sammen med?","2","none","ObjQshort","SV",NA
"NOR003","no",NA,"Marit spurte om hvor Mattias bor nå.",2,"D",2881,"Produce","Kor bur du nå?",NA,"none","ObjQshort","VS",NA
"NOR004","no",NA,"Marit spurte om hvor Mattias bor nå.",2,"D",2881,"Produce","Hvor bor Matias nå?",NA,"none","ObjQshort","VS",NA
"NOR009","no",NA,"Marit spurte om hvor Mattias bor nå.",2,"D",2881,"Produce","Hvor bor Matias nå?",NA,"none","ObjQshort","VS",NA
"KO01","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO02","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO03","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO04","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO09","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO10","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO12","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO13","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO14","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO15","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO16","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO17","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO18","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO19","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO20","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO21","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO22","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO25","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO26","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO27","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO28","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO29","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO30","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO31","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO32","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"KO41","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"C",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR003","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR004","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR009","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR011","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR024","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR025","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR028","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR030","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR031","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR039","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR040","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR041","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR043","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR049","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR211","no",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR001","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR005","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR006","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR008","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR010","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR013","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR014","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR015","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR016","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR017","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR018","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
"NOR020","yes",NA,"Marit spurte om hvem Anne er sammen med.",NA,"D",2753,"Read","Marit spurte om hvem Anne er sammen med.",NA,"none","ObjQshort",NA,NA
